track,convention,value,evidence
lab-content-expansion,never_nproc_ban,implicit (Ninja -j2 with RSS rule),.planning/lab-content-expansion/GOAL.md:18
lab-content-expansion,test_protocol,"QT_QPA_PLATFORM=offscreen; targeted ctest -R <family> -j1 first",.planning/lab-content-expansion/GOAL.md:19
lab-content-expansion,master_readonly,"master read-only. No changes under src/operators/",.planning/lab-content-expansion/GOAL.md:15
lab-content-expansion,pr_exit,"PR created, NOT merged",.planning/lab-content-expansion/GOAL.md:24
lab-content-expansion,fail_honesty,absent,.planning/lab-content-expansion/GOAL.md:1-40
lab-content-expansion,review_gate,"P0=P1=0 in review",.planning/lab-content-expansion/GOAL.md:23
lab-content-expansion,autonomy_defaults,absent (constraints act as defaults),.planning/lab-content-expansion/GOAL.md:12-24
lab-content-expansion,ownership_section,"diff confined to data/labs/, docs/labs/, scripts/, tests/",.planning/lab-content-expansion/GOAL.md:23
lab-content-expansion,external_goal_refs,"Hard constraints (from track GOAL, verbatim compliance); D1/D2/D4/D10 sibling tracks",.planning/lab-content-expansion/GOAL.md:12,22
lab-content-expansion,skills_referenced,none,.planning/lab-content-expansion/GOAL.md:1-40
lab-content-expansion,language,CN-mixed,.planning/lab-content-expansion/GOAL.md:1
lab-content-expansion,planning_file_set,"BASELINE DECISIONS EVIDENCE GOAL MILESTONES PLAN PR_BODY REVIEW_LOG logs",ls .planning/lab-content-expansion/
lab-content-expansion,single_chain_invariants,absent,.planning/lab-content-expansion/GOAL.md:1-40
lab-content-expansion,phase_structure,"Phase order 0–8",.planning/lab-content-expansion/GOAL.md:26-36
lab-spec-data-driven,branch_name,zcode/lab-spec-data-driven,.planning/lab-spec-data-driven/GOAL.md:3
lab-spec-data-driven,worktree_path,/home/kevin/projects/rs-studio/exp-rs-lab-spec-data-driven,.planning/lab-spec-data-driven/GOAL.md:4
lab-spec-data-driven,base_pinned,absent,.planning/lab-spec-data-driven/GOAL.md:3-4
lab-spec-data-driven,token_budget,absent,.planning/lab-spec-data-driven/GOAL.md:1-46
lab-spec-data-driven,subagent_limit,"Subagents ≤ 2，只读（审查/验证用）",.planning/lab-spec-data-driven/GOAL.md:15
lab-spec-data-driven,no_ci_clause,"No CI — 本地 build/test/bench 证据入 EVIDENCE.md",.planning/lab-spec-data-driven/GOAL.md:16
lab-spec-data-driven,build_parallelism,"CMAKE_BUILD_PARALLEL_LEVEL=2, CTEST_PARALLEL_LEVEL=1, Ninja -j2（RSS>70% 或 load>1.5×cores 时 -j1）；每 60s 记录 CPU/RSS",.planning/lab-spec-data-driven/GOAL.md:18-19
lab-spec-data-driven,never_nproc_ban,implicit (Ninja -j2 with RSS rule),.planning/lab-spec-data-driven/GOAL.md:18
lab-spec-data-driven,test_protocol,"QT_QPA_PLATFORM=offscreen；先 targeted ctest -R <family> -j1",.planning/lab-spec-data-driven/GOAL.md:20
lab-spec-data-driven,master_readonly,"master 只读；worktree + branch 先行",.planning/lab-spec-data-driven/GOAL.md:17
lab-spec-data-driven,pr_exit,"退出: PR 创建即停，不 merge，不等 checks",.planning/lab-spec-data-driven/GOAL.md:21
lab-spec-data-driven,fail_honesty,"缺失/非法 LabSpec = 类型化错误",.planning/lab-spec-data-driven/GOAL.md:28
lab-spec-data-driven,review_gate,"Review P0=P1=0；处置记入 REVIEW_LOG.md",.planning/lab-spec-data-driven/GOAL.md:44
lab-spec-data-driven,autonomy_defaults,"Autonomy defaults（已采纳，不再询问）8 条",.planning/lab-spec-data-driven/GOAL.md:23-34
lab-spec-data-driven,ownership_section,"Diff 限于 data/labs/ data/schemas/ src/app/widgets/ tests/ docs/labs/ scripts/",.planning/lab-spec-data-driven/GOAL.md:45-46
lab-spec-data-driven,external_goal_refs,"Source: D2 goal directive (2026-09-12)",.planning/lab-spec-data-driven/GOAL.md:3
lab-spec-data-driven,skills_referenced,none,.planning/lab-spec-data-driven/GOAL.md:1-46
lab-spec-data-driven,language,CN,.planning/lab-spec-data-driven/GOAL.md:1
lab-spec-data-driven,planning_file_set,"CAPABILITY_MATRIX DECISIONS EVIDENCE GOAL MILESTONES PLAN PROGRESS PR_BODY REVIEW_LOG",ls .planning/lab-spec-data-driven/
lab-spec-data-driven,single_chain_invariants,absent,.planning/lab-spec-data-driven/GOAL.md:1-46
lab-spec-data-driven,phase_structure,absent (autonomy defaults + completion gate only),.planning/lab-spec-data-driven/GOAL.md:1-46
pi-spatial-scientist-harness-4,branch_name,zcode/pi-spatial-scientist-harness-4,.planning/pi-spatial-scientist-harness-4/GOAL.md:3
pi-spatial-scientist-harness-4,worktree_path,C:\Users\wangj.KEVIN\projects\exp-rs-pi-harness-4,.planning/pi-spatial-scientist-harness-4/GOAL.md:4
pi-spatial-scientist-harness-4,base_pinned,master@a89c0c20,.planning/pi-spatial-scientist-harness-4/GOAL.md:5
pi-spatial-scientist-harness-4,token_budget,absent,.planning/pi-spatial-scientist-harness-4/GOAL.md:1-83
pi-spatial-scientist-harness-4,subagent_limit,absent (M8 says "6× adversarial review"),.planning/pi-spatial-scientist-harness-4/GOAL.md:73
pi-spatial-scientist-harness-4,no_ci_clause,absent,.planning/pi-spatial-scientist-harness-4/GOAL.md:1-83
pi-spatial-scientist-harness-4,build_parallelism,absent,.planning/pi-spatial-scientist-harness-4/GOAL.md:1-83
pi-spatial-scientist-harness-4,never_nproc_ban,absent,.planning/pi-spatial-scientist-harness-4/GOAL.md:1-83
pi-spatial-scientist-harness-4,test_protocol,"Evals + anti-hallucination tests + token benchmarks (Phases 18–20)",.planning/pi-spatial-scientist-harness-4/GOAL.md:72
pi-spatial-scientist-harness-4,master_readonly,implicit,.planning/pi-spatial-scientist-harness-4/GOAL.md:3-5
pi-spatial-scientist-harness-4,pr_exit,"PR submitted",.planning/pi-spatial-scientist-harness-4/GOAL.md:83
pi-spatial-scientist-harness-4,fail_honesty,"no false success after FAIL verification; unknown → inspect, ambiguous → resolve, missing → typed failure",.planning/pi-spatial-scientist-harness-4/GOAL.md:40-42,82
pi-spatial-scientist-harness-4,review_gate,"review P0/P1 = 0",.planning/pi-spatial-scientist-harness-4/GOAL.md:83
pi-spatial-scientist-harness-4,autonomy_defaults,absent,.planning/pi-spatial-scientist-harness-4/GOAL.md:1-83
pi-spatial-scientist-harness-4,ownership_section,"Directory ownership primary + touch-only-through-contracts + thin-seam exceptions",.planning/pi-spatial-scientist-harness-4/GOAL.md:49-59
pi-spatial-scientist-harness-4,external_goal_refs,absent,.planning/pi-spatial-scientist-harness-4/GOAL.md:1-83
pi-spatial-scientist-harness-4,skills_referenced,none,.planning/pi-spatial-scientist-harness-4/GOAL.md:1-83
pi-spatial-scientist-harness-4,language,EN,.planning/pi-spatial-scientist-harness-4/GOAL.md:1
pi-spatial-scientist-harness-4,planning_file_set,"ARCHITECTURE BASELINE DOCS_LEDGER FINAL_REPORT GOAL PLAN PR_BODY REVIEW_LOG TEST_MATRIX",ls .planning/pi-spatial-scientist-harness-4/
pi-spatial-scientist-harness-4,single_chain_invariants,"Architecture invariants (non-negotiable) 1–6: Pi generic; single execution engine; single tool catalog; anti-hallucination; deterministic core; minimal hot-file footprint",.planning/pi-spatial-scientist-harness-4/GOAL.md:27-47
pi-spatial-scientist-harness-4,phase_structure,"Milestones M0–M8 with goal-phase mapping",.planning/pi-spatial-scientist-harness-4/GOAL.md:61-73
plugin-platform-8,branch_name,conflated: "worktree `feat/plugin-platform-8`",.planning/plugin-platform-8/GOAL.md:11
plugin-platform-8,worktree_path,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,base_pinned,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,token_budget,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,subagent_limit,"≤2 subagents (reserved for the final adversarial review)",.planning/plugin-platform-8/GOAL.md:10-11
plugin-platform-8,no_ci_clause,"local evidence only",.planning/plugin-platform-8/GOAL.md:11
plugin-platform-8,build_parallelism,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,never_nproc_ban,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,test_protocol,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,master_readonly,"master read-only",.planning/plugin-platform-8/GOAL.md:11
plugin-platform-8,pr_exit,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,fail_honesty,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,review_gate,"reserved for the final adversarial review",.planning/plugin-platform-8/GOAL.md:10-11
plugin-platform-8,autonomy_defaults,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,ownership_section,absent,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,external_goal_refs,"Milestones and status live in MILESTONES.md; per-package decisions in ARCHITECTURE.md",.planning/plugin-platform-8/GOAL.md:13
plugin-platform-8,skills_referenced,none,.planning/plugin-platform-8/GOAL.md:1-13
plugin-platform-8,language,EN,.planning/plugin-platform-8/GOAL.md:1
plugin-platform-8,planning_file_set,"ARCHITECTURE BASELINE CAPABILITY_MATRIX FINAL_REPORT GOAL MILESTONES OWNERSHIP PERFORMANCE PLAN REVIEW_LOG TEST_MATRIX",ls .planning/plugin-platform-8/
plugin-platform-8,single_chain_invariants,"no second registry/scheduler/runtime",.planning/plugin-platform-8/GOAL.md:10
plugin-platform-8,phase_structure,absent (deferred to MILESTONES.md),.planning/plugin-platform-8/GOAL.md:13
professional-workbench-7,branch_name,feat/professional-workbench-7,.planning/professional-workbench-7/GOAL.md:3
professional-workbench-7,worktree_path,../exp-rs-professional-workbench-7,.planning/professional-workbench-7/GOAL.md:3
professional-workbench-7,base_pinned,origin/master @ c731e3e7,.planning/professional-workbench-7/GOAL.md:3
professional-workbench-7,token_budget,absent,.planning/professional-workbench-7/GOAL.md:1-53
professional-workbench-7,subagent_limit,"≤ 2 subagents TOTAL (reserved for final adversarial review)",.planning/professional-workbench-7/GOAL.md:15-16
professional-workbench-7,no_ci_clause,"No online CI dependency",.planning/professional-workbench-7/GOAL.md:16
professional-workbench-7,build_parallelism,"-j2 build (heavy deps -j1)",.planning/professional-workbench-7/GOAL.md:21
professional-workbench-7,never_nproc_ban,implicit (-j2 with heavy-deps -j1),.planning/professional-workbench-7/GOAL.md:21
professional-workbench-7,test_protocol,"CTEST_PARALLEL_LEVEL=1, offscreen Qt tests, shared vcpkg install from ../exp-rs-win/build-win",.planning/professional-workbench-7/GOAL.md:22-23
professional-workbench-7,master_readonly,"master read-only; work only in this worktree",.planning/professional-workbench-7/GOAL.md:15
professional-workbench-7,pr_exit,absent,.planning/professional-workbench-7/GOAL.md:1-53
professional-workbench-7,fail_honesty,"FAIL stays FAIL; unverifiable → warning/unknown. No fabricated success",.planning/professional-workbench-7/GOAL.md:24
professional-workbench-7,review_gate,"review P0/P1 zero, reasonable P2 fixed",.planning/professional-workbench-7/GOAL.md:52
professional-workbench-7,autonomy_defaults,absent,.planning/professional-workbench-7/GOAL.md:1-53
professional-workbench-7,ownership_section,absent,.planning/professional-workbench-7/GOAL.md:1-53
professional-workbench-7,external_goal_refs,"Track sections (from the goal brief)",.planning/professional-workbench-7/GOAL.md:26
professional-workbench-7,skills_referenced,none,.planning/professional-workbench-7/GOAL.md:1-53
professional-workbench-7,language,EN,.planning/professional-workbench-7/GOAL.md:1
professional-workbench-7,planning_file_set,"ARCHITECTURE BASELINE FINAL_REPORT GOAL MILESTONES PLAN REVIEW_LOG TEST_MATRIX",ls .planning/professional-workbench-7/
professional-workbench-7,single_chain_invariants,"Thin client only: GUI never re-implements algorithms or owns a second data store",.planning/professional-workbench-7/GOAL.md:17-20
professional-workbench-7,phase_structure,"Track sections A–I",.planning/professional-workbench-7/GOAL.md:26-48
professional-workbench-8,branch_name,feat/professional-workbench-8,.planning/professional-workbench-8/GOAL.md:3
professional-workbench-8,worktree_path,../exp-rs-professional-workbench-8,.planning/professional-workbench-8/GOAL.md:3
professional-workbench-8,base_pinned,origin/master @ 2d4f0daedd (execution-time latest; PR #836 merged),.planning/professional-workbench-8/GOAL.md:4
professional-workbench-8,token_budget,absent,.planning/professional-workbench-8/GOAL.md:1-65
professional-workbench-8,subagent_limit,absent (adversarial review remediated in DoD, count unstated),.planning/professional-workbench-8/GOAL.md:64
professional-workbench-8,no_ci_clause,"Online CI/CD not required and not waited on",.planning/professional-workbench-8/GOAL.md:65
professional-workbench-8,build_parallelism,absent,.planning/professional-workbench-8/GOAL.md:1-65
professional-workbench-8,never_nproc_ban,absent,.planning/professional-workbench-8/GOAL.md:1-65
professional-workbench-8,test_protocol,"targeted builds green; tests pass with honest classification; deterministic bounded tests; scale evidence",.planning/professional-workbench-8/GOAL.md:62-63
professional-workbench-8,master_readonly,implicit,.planning/professional-workbench-8/GOAL.md:3-4
professional-workbench-8,pr_exit,"branch pushed; PR created",.planning/professional-workbench-8/GOAL.md:64
professional-workbench-8,fail_honesty,"tests pass with honest classification; New registries/managers require proof that no equivalent exists",.planning/professional-workbench-8/GOAL.md:55-57,62-63
professional-workbench-8,review_gate,"adversarial review remediated",.planning/professional-workbench-8/GOAL.md:64
professional-workbench-8,autonomy_defaults,absent,.planning/professional-workbench-8/GOAL.md:1-65
professional-workbench-8,ownership_section,"Non-negotiable invariants (authority list incl. src/geospatial, persistence)",.planning/professional-workbench-8/GOAL.md:40-57
professional-workbench-8,external_goal_refs,"See the goal contract; explicitly deferred by track 7.0",.planning/professional-workbench-8/GOAL.md:61,20
professional-workbench-8,skills_referenced,none,.planning/professional-workbench-8/GOAL.md:1-65
professional-workbench-8,language,EN,.planning/professional-workbench-8/GOAL.md:1
professional-workbench-8,planning_file_set,"ARCHITECTURE BASELINE DOCS_LEDGER FINAL_REPORT GOAL MILESTONES OWNERSHIP PERFORMANCE PLAN REVIEW_LOG TEST_MATRIX",ls .planning/professional-workbench-8/
professional-workbench-8,single_chain_invariants,"Pi single agent loop; no parallel scheduler; RSOperatorRegistry authoritative; IModelRuntime; QGIS only render engine; persistence stays; CommandRegistry convergence",.planning/professional-workbench-8/GOAL.md:40-54
professional-workbench-8,phase_structure,"Scope A–I",.planning/professional-workbench-8/GOAL.md:14-38
professional-workbench-9,branch_name,feat/professional-workbench-9,.planning/professional-workbench-9/GOAL.md:3
professional-workbench-9,worktree_path,../exp-rs-professional-workbench-9,.planning/professional-workbench-9/GOAL.md:3
professional-workbench-9,base_pinned,origin/master @ f316dfdbb4,.planning/professional-workbench-9/GOAL.md:4
professional-workbench-9,token_budget,absent,.planning/professional-workbench-9/GOAL.md:1-35
professional-workbench-9,subagent_limit,"最多 2 个只读 subagent 做 adversarial review",.planning/professional-workbench-9/GOAL.md:34
professional-workbench-9,no_ci_clause,"CI 不作为完成条件，一切以本地可复现证据为准",.planning/professional-workbench-9/GOAL.md:34-35
professional-workbench-9,build_parallelism,"构建并行度 ≤4（默认 2）",.planning/professional-workbench-9/GOAL.md:35
professional-workbench-9,never_nproc_ban,implicit (≤4 cap),.planning/professional-workbench-9/GOAL.md:35
professional-workbench-9,test_protocol,absent,.planning/professional-workbench-9/GOAL.md:1-35
professional-workbench-9,master_readonly,implicit,.planning/professional-workbench-9/GOAL.md:3-4
professional-workbench-9,pr_exit,absent,.planning/professional-workbench-9/GOAL.md:1-35
professional-workbench-9,fail_honesty,absent,.planning/professional-workbench-9/GOAL.md:1-35
professional-workbench-9,review_gate,absent,.planning/professional-workbench-9/GOAL.md:1-35
professional-workbench-9,autonomy_defaults,"执行模式：全自动",.planning/professional-workbench-9/GOAL.md:34
professional-workbench-9,ownership_section,absent,.planning/professional-workbench-9/GOAL.md:1-35
professional-workbench-9,external_goal_refs,"方向不变量（§7）；完成定义（§8）",.planning/professional-workbench-9/GOAL.md:10,19
professional-workbench-9,skills_referenced,none,.planning/professional-workbench-9/GOAL.md:1-35
professional-workbench-9,language,CN,.planning/professional-workbench-9/GOAL.md:6
professional-workbench-9,planning_file_set,"ARCHITECTURE BASELINE CAPABILITY_MATRIX FINAL_REPORT GOAL ISSUE_TRIAGE OVERLAP_MAP OWNERSHIP PERFORMANCE REVIEW_LOG TEST_MATRIX",ls .planning/professional-workbench-9/
professional-workbench-9,single_chain_invariants,"CommandRegistry 是 command id 权威；QGIS canvas/bridge/render job 生命周期显式",.planning/professional-workbench-9/GOAL.md:12-17
professional-workbench-9,phase_structure,"Milestones M0–M9",.planning/professional-workbench-9/GOAL.md:27-32
professional-workbench-ux-6,branch_name,feat/professional-workbench-ux-6,.planning/professional-workbench-ux-6/GOAL.md:3
professional-workbench-ux-6,worktree_path,../exp-rs-professional-workbench-ux-6,.planning/professional-workbench-ux-6/GOAL.md:3
professional-workbench-ux-6,base_pinned,master @ 74fd0c7c,.planning/professional-workbench-ux-6/GOAL.md:3
professional-workbench-ux-6,token_budget,absent,.planning/professional-workbench-ux-6/GOAL.md:1-39
professional-workbench-ux-6,subagent_limit,"at most 2 subagents (reserved for Milestone L review)",.planning/professional-workbench-ux-6/GOAL.md:14
professional-workbench-ux-6,no_ci_clause,"No online CI dependency; push + open PR at the end, do not merge",.planning/professional-workbench-ux-6/GOAL.md:20
professional-workbench-ux-6,build_parallelism,"-j2",.planning/professional-workbench-ux-6/GOAL.md:18
professional-workbench-ux-6,never_nproc_ban,implicit (-j2),.planning/professional-workbench-ux-6/GOAL.md:18
professional-workbench-ux-6,test_protocol,"shared vcpkg_installed (exp-rs-win/build-win), offscreen Qt tests, no timing-sensitive assertions",.planning/professional-workbench-ux-6/GOAL.md:18-19
professional-workbench-ux-6,master_readonly,"No work directly on master",.planning/professional-workbench-ux-6/GOAL.md:14
professional-workbench-ux-6,pr_exit,"push + open PR at the end, do not merge",.planning/professional-workbench-ux-6/GOAL.md:20
professional-workbench-ux-6,fail_honesty,absent,.planning/professional-workbench-ux-6/GOAL.md:1-39
professional-workbench-ux-6,review_gate,"L. Adversarial review (2 subagents) + resolution",.planning/professional-workbench-ux-6/GOAL.md:35
professional-workbench-ux-6,autonomy_defaults,absent,.planning/professional-workbench-ux-6/GOAL.md:1-39
professional-workbench-ux-6,ownership_section,absent,.planning/professional-workbench-ux-6/GOAL.md:1-39
professional-workbench-ux-6,external_goal_refs,"Hard constraints (from the goal brief); See the goal brief §9",.planning/professional-workbench-ux-6/GOAL.md:12,39
professional-workbench-ux-6,skills_referenced,none,.planning/professional-workbench-ux-6/GOAL.md:1-39
professional-workbench-ux-6,language,EN,.planning/professional-workbench-ux-6/GOAL.md:1
professional-workbench-ux-6,planning_file_set,"BASELINE COMMAND_INVENTORY FINAL_REPORT GOAL ISSUE_MAP MILESTONES REVIEW_LOG TEST_MATRIX UI_INVENTORY WORKBENCH_LIFECYCLE",ls .planning/professional-workbench-ux-6/
professional-workbench-ux-6,single_chain_invariants,"UI stays a thin client over TaskCenter → JobEngine → RSOperator; no raster kernels on the UI thread; no new scheduler",.planning/professional-workbench-ux-6/GOAL.md:15-16
professional-workbench-ux-6,phase_structure,"Milestones A–L",.planning/professional-workbench-ux-6/GOAL.md:22-35
scientific-processing-8,branch_name,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,worktree_path,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,base_pinned,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,token_budget,"Workload class: 3e8+ token goal",.planning/scientific-processing-8/GOAL.md:20
scientific-processing-8,subagent_limit,"at most 2 total (adversarial review only)",.planning/scientific-processing-8/GOAL.md:23
scientific-processing-8,no_ci_clause,"Online CI/CD: not required; local reproducible evidence only",.planning/scientific-processing-8/GOAL.md:24
scientific-processing-8,build_parallelism,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,never_nproc_ban,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,test_protocol,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,master_readonly,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,pr_exit,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,fail_honesty,"depth, validation, and correctness first",.planning/scientific-processing-8/GOAL.md:20-21
scientific-processing-8,review_gate,"adversarial review only (subagent allocation)",.planning/scientific-processing-8/GOAL.md:23
scientific-processing-8,autonomy_defaults,absent,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,ownership_section,"Non-negotiable architecture laws (see BASELINE.md/OWNERSHIP.md)",.planning/scientific-processing-8/GOAL.md:8-9
scientific-processing-8,external_goal_refs,"see BASELINE.md/OWNERSHIP.md for how this track honors them",.planning/scientific-processing-8/GOAL.md:8-9
scientific-processing-8,skills_referenced,none,.planning/scientific-processing-8/GOAL.md:1-24
scientific-processing-8,language,EN,.planning/scientific-processing-8/GOAL.md:1
scientific-processing-8,planning_file_set,"ARCHITECTURE BASELINE CAPABILITY_MATRIX DOCS_LEDGER FINAL_REPORT GOAL MILESTONES OWNERSHIP PERFORMANCE PLAN REVIEW_LOG TEST_MATRIX",ls .planning/scientific-processing-8/
scientific-processing-8,single_chain_invariants,"Pi is the single agent loop; Workflow execution stays …; RSOperatorRegistry authoritative; IModelRuntime; QGIS authoritative renderer; src/geospatial; DatasetStore/ExperimentStore; new registries require proof",.planning/scientific-processing-8/GOAL.md:11-18
scientific-processing-8,phase_structure,absent,.planning/scientific-processing-8/GOAL.md:1-24
spatial-scientist-harness-8,branch_name,feat/spatial-scientist-harness-8,.planning/spatial-scientist-harness-8/GOAL.md:5
spatial-scientist-harness-8,worktree_path,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,base_pinned,absent (ADR 0144 + PR #842 lineage),.planning/spatial-scientist-harness-8/GOAL.md:5
spatial-scientist-harness-8,token_budget,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,subagent_limit,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,no_ci_clause,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,build_parallelism,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,never_nproc_ban,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,test_protocol,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,master_readonly,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,pr_exit,delivered via PR #842,.planning/spatial-scientist-harness-8/GOAL.md:5
spatial-scientist-harness-8,fail_honesty,"no uncertainty fabrication; the deterministic core stays C++/JSON",.planning/spatial-scientist-harness-8/GOAL.md:30
spatial-scientist-harness-8,review_gate,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,autonomy_defaults,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,ownership_section,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,external_goal_refs,"Reconstructed … from ADR 0144 + commit evidence; original planning files were never committed (gitignore whitelist omission)",.planning/spatial-scientist-harness-8/GOAL.md:1
spatial-scientist-harness-8,skills_referenced,none,.planning/spatial-scientist-harness-8/GOAL.md:1-30
spatial-scientist-harness-8,language,EN,.planning/spatial-scientist-harness-8/GOAL.md:3
spatial-scientist-harness-8,planning_file_set,"FINAL_REPORT GOAL PLAN README (reconstructed set)",ls .planning/spatial-scientist-harness-8/
spatial-scientist-harness-8,single_chain_invariants,"Pi stays the only agent loop",.planning/spatial-scientist-harness-8/GOAL.md:29-30
spatial-scientist-harness-8,phase_structure,absent,.planning/spatial-scientist-harness-8/GOAL.md:1-30
unified-help-diagnostics-6,branch_name,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,worktree_path,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,base_pinned,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,token_budget,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,subagent_limit,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,no_ci_clause,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,build_parallelism,"-j1/-j2 builds",.planning/unified-help-diagnostics-6/GOAL.md:21
unified-help-diagnostics-6,never_nproc_ban,implicit (-j1/-j2),.planning/unified-help-diagnostics-6/GOAL.md:21
unified-help-diagnostics-6,test_protocol,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,master_readonly,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,pr_exit,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,fail_honesty,"generated docs do not duplicate authoritative facts",.planning/unified-help-diagnostics-6/GOAL.md:43
unified-help-diagnostics-6,review_gate,"no unresolved P0/P1 at final review; local validation evidence recorded",.planning/unified-help-diagnostics-6/GOAL.md:44
unified-help-diagnostics-6,autonomy_defaults,absent,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,ownership_section,"Help only references and presents (authority boundary)",.planning/unified-help-diagnostics-6/GOAL.md:10-12
unified-help-diagnostics-6,external_goal_refs,"See the goal definition; summarized:",.planning/unified-help-diagnostics-6/GOAL.md:40
unified-help-diagnostics-6,skills_referenced,none,.planning/unified-help-diagnostics-6/GOAL.md:1-44
unified-help-diagnostics-6,language,EN,.planning/unified-help-diagnostics-6/GOAL.md:1
unified-help-diagnostics-6,planning_file_set,"ARCHITECTURE BASELINE COVERAGE_MATRIX DIAGNOSTIC_TAXONOMY DUPLICATION_AUDIT FINAL_REPORT GOAL HELP_SURFACE_INVENTORY MILESTONES REVIEW_LOG TEST_MATRIX",ls .planning/unified-help-diagnostics-6/
unified-help-diagnostics-6,single_chain_invariants,"Help metadata is never a second business-logic engine; facts owned elsewhere are derived at runtime",.planning/unified-help-diagnostics-6/GOAL.md:10-14
unified-help-diagnostics-6,phase_structure,absent (surfaces table instead),.planning/unified-help-diagnostics-6/GOAL.md:23-36
verification-platform-8,branch_name,feat/verification-platform-8 from origin/master = 322dfd3876c3…,.planning/verification-platform-8/GOAL.md:29-30
verification-platform-8,worktree_path,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,base_pinned,origin/master = 322dfd3876c34ed62b42846598cacd711c8c91d6,.planning/verification-platform-8/GOAL.md:29-30
verification-platform-8,token_budget,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,subagent_limit,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,no_ci_clause,"No online CI. Every capability claim in the final report maps to a local command + exit code, or is explicitly marked not-compiled / not-executed",.planning/verification-platform-8/GOAL.md:24-25
verification-platform-8,build_parallelism,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,never_nproc_ban,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,test_protocol,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,master_readonly,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,pr_exit,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,fail_honesty,"or is explicitly marked not-compiled / not-executed",.planning/verification-platform-8/GOAL.md:25
verification-platform-8,review_gate,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,autonomy_defaults,absent,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,ownership_section,"Trace/fault infrastructure stays inside src/runtime/observability/**",.planning/verification-platform-8/GOAL.md:18-20
verification-platform-8,external_goal_refs,absent,.planning/verification-platform-8/GOAL.md:1-30
