path,loc,tier,status,finding_count,reviewed_at
src/processing/framework/output_committer.h,96,A,pending,0,
src/processing/framework/output_committer_task_center.cpp,3,A,pending,0,
src/processing/framework/output_committer_task_center.h,62,A,pending,0,
src/processing/framework/provider_algorithm_adapter.cpp,489,A,pending,0,
src/processing/framework/provider_algorithm_adapter.h,50,A,pending,0,
src/processing/framework/python_algorithm_adapter.cpp,27,A,pending,0,
src/processing/framework/python_algorithm_adapter.h,32,A,pending,0,
src/processing/framework/python_processing_provider_adapter.cpp,59,A,pending,0,
src/processing/framework/python_processing_provider_adapter.h,43,A,pending,0,
src/processing/framework/qgs_processing_provider_adapter.cpp,109,A,pending,0,
src/processing/framework/qgs_processing_provider_adapter.h,43,A,pending,0,
src/processing/framework/resource_estimation.h,100,A,pending,0,
src/processing/framework/resource_monitor.cpp,131,A,pending,0,
src/processing/framework/resource_monitor.h,46,A,pending,0,
src/processing/framework/runtime_paths.h,86,A,pending,0,
src/processing/framework/schema_validator.cpp,360,A,pending,0,
src/processing/framework/schema_validator.h,56,A,pending,0,
src/processing/framework/sicnu_processing_export.h,11,A,pending,0,
src/processing/framework/task_center.cpp,4356,A,pending,0,
src/processing/framework/task_center.h,857,A,pending,0,
src/processing/framework/task_resource_budget.cpp,77,A,pending,0,
src/processing/framework/task_resource_budget.h,106,A,pending,0,
src/processing/framework/task_resource_budget2.h,185,A,pending,0,
src/processing/framework/tool_call_dispatcher.cpp,790,A,pending,0,
src/processing/framework/tool_call_dispatcher.h,247,A,pending,0,
src/processing/framework/tool_call_dispatcher_task_center.cpp,95,A,pending,0,
src/processing/framework/worker_execution_route.cpp,251,A,pending,0,
src/processing/framework/worker_execution_route.h,129,A,pending,0,
src/processing/framework/worker_process_guard.cpp,151,A,pending,0,
src/processing/framework/worker_process_guard.h,84,A,pending,0,
src/processing/framework/worker_process_io.h,150,A,pending,0,
src/processing/gdal/gdal_block_stream.cpp,144,A,pending,0,
src/processing/gdal/gdal_block_stream.h,120,A,pending,0,
src/processing/gdal/gdal_cell_geometry.cpp,50,A,pending,0,
src/processing/gdal/gdal_cell_geometry.h,31,A,pending,0,
src/processing/gdal/gdal_dataset_wrapper.cpp,751,A,pending,0,
src/processing/gdal/gdal_dataset_wrapper.h,330,A,pending,0,
src/processing/gdal/gdal_error_handler.cpp,105,A,pending,0,
src/processing/gdal/gdal_error_handler.h,61,A,pending,0,
src/processing/gdal/gdal_grid_compat.cpp,29,A,pending,0,
src/processing/gdal/gdal_grid_compat.h,28,A,pending,0,
src/processing/gdal/gdal_multiband_block_stream.cpp,295,A,pending,0,
src/processing/gdal/gdal_multiband_block_stream.h,178,A,pending,0,
src/processing/gdal/gdal_safe_call.h,87,A,pending,0,
src/processing/gdal/gdal_window_read.cpp,65,A,pending,0,
src/processing/gdal/gdal_window_read.h,23,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal2xyz.cpp,94,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal2xyz.h,30,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_calc.cpp,32,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_calc.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_contour.cpp,35,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_contour.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_dem.cpp,37,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_dem.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_edit.cpp,89,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_edit.h,30,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_fillnodata.cpp,57,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_fillnodata.h,33,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_grid.cpp,105,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_grid.h,33,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_info.cpp,25,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_info.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_merge.cpp,32,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_merge.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_polygonize.cpp,25,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_polygonize.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_proximity.cpp,52,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_proximity.h,32,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_rasterize.cpp,112,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_rasterize.h,33,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_retile.cpp,34,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_retile.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_sieve.cpp,42,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_sieve.h,33,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_translate.cpp,41,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_translate.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_warp.cpp,46,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdal_warp.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdaladdo.cpp,36,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdaladdo.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdalbuildvrt.cpp,35,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdalbuildvrt.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdalmanage.cpp,43,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdalmanage.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdaltindex.cpp,33,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdaltindex.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdaltransform.cpp,192,A,pending,0,
src/processing/providers/gdal_tools/algorithms/gdaltransform.h,30,A,pending,0,
src/processing/providers/gdal_tools/algorithms/ogr2ogr.cpp,156,A,pending,0,
src/processing/providers/gdal_tools/algorithms/ogr2ogr.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/ogrinfo.cpp,78,A,pending,0,
src/processing/providers/gdal_tools/algorithms/ogrinfo.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/ogrtindex.cpp,33,A,pending,0,
src/processing/providers/gdal_tools/algorithms/ogrtindex.h,26,A,pending,0,
src/processing/providers/gdal_tools/algorithms/pct2rgb.cpp,61,A,pending,0,
src/processing/providers/gdal_tools/algorithms/pct2rgb.h,30,A,pending,0,
src/processing/providers/gdal_tools/algorithms/rgb2pct.cpp,65,A,pending,0,
src/processing/providers/gdal_tools/algorithms/rgb2pct.h,30,A,pending,0,
src/processing/providers/gdal_tools/gdal_tool_wrapper.cpp,297,A,pending,0,
src/processing/providers/gdal_tools/gdal_tool_wrapper.h,68,A,pending,0,
src/processing/providers/gdal_tools/provider.cpp,90,A,pending,0,
src/processing/providers/gdal_tools/provider.h,19,A,pending,0,
src/processing/providers/generic_cli/generic_cli_algorithm.cpp,481,A,pending,0,
src/processing/providers/generic_cli/generic_cli_algorithm.h,58,A,pending,0,
src/processing/providers/generic_cli/provider.cpp,89,A,pending,0,
src/processing/providers/generic_cli/provider.h,37,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_band_math.cpp,27,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_band_math.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_band_math_x.cpp,48,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_band_math_x.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_binary_morphological.cpp,42,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_binary_morphological.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_bundle_to_perfect_sensor.cpp,27,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_bundle_to_perfect_sensor.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_compute_images_statistics.cpp,54,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_compute_images_statistics.h,31,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_concatenate_images.cpp,46,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_concatenate_images.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_convert.cpp,35,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_convert.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_dynamic_convert.cpp,25,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_dynamic_convert.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_extract_roi.cpp,55,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_extract_roi.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_feature_extraction.cpp,25,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_feature_extraction.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_gray_level_cooccurrence_matrix.cpp,68,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_gray_level_cooccurrence_matrix.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_gray_scale_morphological.cpp,44,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_gray_scale_morphological.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_haralick_texture.cpp,31,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_haralick_texture.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_image_classifier.cpp,29,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_image_classifier.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_kmeans_classification.cpp,28,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_kmeans_classification.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_local_statistic_extraction.cpp,38,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_local_statistic_extraction.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_lsms.cpp,32,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_lsms.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_mean_shift_smoothing.cpp,31,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_mean_shift_smoothing.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_multi_resolution_pyramid.cpp,36,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_multi_resolution_pyramid.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_multivariate_alteration_detector.cpp,29,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_multivariate_alteration_detector.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_ortho_rectification.cpp,28,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_ortho_rectification.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_pixel_info.cpp,111,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_pixel_info.h,35,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_radiometric_indices.cpp,52,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_radiometric_indices.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_read_image_info.cpp,105,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_read_image_info.h,35,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_rescale.cpp,31,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_rescale.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_segmentation.cpp,140,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_segmentation.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_stereo_rectification.cpp,38,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_stereo_rectification.h,31,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_superimpose.cpp,27,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_superimpose.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_svm_classification.cpp,62,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_svm_classification.h,26,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_train_vector_classifier.cpp,36,A,pending,0,
src/processing/providers/otb_tools/algorithms/otb_train_vector_classifier.h,26,A,pending,0,
src/processing/providers/otb_tools/otb_tool_wrapper.cpp,275,A,pending,0,
src/processing/providers/otb_tools/otb_tool_wrapper.h,48,A,pending,0,
src/processing/providers/otb_tools/provider.cpp,106,A,pending,0,
src/processing/providers/otb_tools/provider.h,18,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_assign_projection.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_assign_projection.h,73,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_centroids.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_centroids.h,77,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_clip.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_clip.h,121,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_clip_raster.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_clip_raster.h,88,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_convex_hull.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_convex_hull.h,77,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_difference.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_difference.h,115,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_extract_by_attribute.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_extract_by_attribute.h,150,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_hillshade.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_hillshade.h,179,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_intersection.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_intersection.h,141,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_raster_statistics.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_raster_statistics.h,83,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_reproject_layer.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_reproject_layer.h,99,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_simplify.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_simplify.h,81,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_union.cpp,2,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/native/native_union.h,212,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_calculator.cpp,185,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_calculator.h,32,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_clip.cpp,70,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_clip.h,32,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_merge_bands.cpp,163,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_merge_bands.h,32,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_ndvi.cpp,157,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_ndvi.h,32,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_resample.cpp,71,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_resample.h,32,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_statistics.cpp,101,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/raster/raster_statistics.h,30,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/remote_sensing/atmospheric_correction_algorithm.cpp,229,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/remote_sensing/atmospheric_correction_algorithm.h,42,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/remote_sensing/band_math_algorithm.cpp,190,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/remote_sensing/band_math_algorithm.h,43,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/remote_sensing/spectral_index_algorithm.cpp,298,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/remote_sensing/spectral_index_algorithm.h,43,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/toolbox_raster_preflight.h,138,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_attribute_query.cpp,77,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_attribute_query.h,35,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_buffer.cpp,85,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_buffer.h,37,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_clip.cpp,108,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_clip.h,35,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_difference.cpp,121,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_difference.h,35,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_dissolve.cpp,85,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_dissolve.h,35,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_distance_matrix.cpp,241,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_distance_matrix.h,39,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_extract_by_location.cpp,159,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_extract_by_location.h,36,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_field_calculator.cpp,133,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_field_calculator.h,39,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_fix_geometries.h,77,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_merge.cpp,113,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_merge.h,34,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_multipart_to_singlepart.h,84,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_nearest_neighbor.cpp,187,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_nearest_neighbor.h,37,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_reproject.cpp,84,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_reproject.h,35,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_select_by_location.cpp,155,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_select_by_location.h,36,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_smooth_geometry.h,75,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_spatial_query.cpp,152,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_spatial_query.h,36,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_symmetrical_difference.cpp,162,A,pending,0,
src/processing/providers/qgis_algorithms/algorithms/vector/vector_symmetrical_difference.h,35,A,pending,0,
src/processing/providers/qgis_algorithms/provider.cpp,123,A,pending,0,
src/processing/providers/qgis_algorithms/provider.h,18,A,pending,0,
src/processing/tools/cli_tool_discovery.cpp,386,A,pending,0,
src/processing/tools/cli_tool_discovery.h,23,A,pending,0,
src/processing/tools/tool_path_manager.cpp,202,A,pending,0,
src/processing/tools/tool_path_manager.h,34,A,pending,0,
src/agent/CMakeLists.txt,184,A,pending,0,
src/agent/agent_copilot_dock_widget.cpp,1044,A,pending,0,
src/agent/agent_copilot_dock_widget.h,179,A,pending,0,
src/agent/cartography/cartography_tools.cpp,2002,A,pending,0,
src/agent/cartography/cartography_tools.h,28,A,pending,0,
src/agent/cartography/chart_registry.cpp,1299,A,pending,0,
src/agent/cartography/chart_registry.h,92,A,pending,0,
src/agent/cartography/composition.cpp,1897,A,pending,0,
src/agent/cartography/composition.h,217,A,pending,0,
src/agent/cartography/design_tokens.cpp,472,A,pending,0,
src/agent/cartography/design_tokens.h,117,A,pending,0,
src/agent/cartography/export.cpp,246,A,pending,0,
src/agent/cartography/export.h,78,A,pending,0,
src/agent/cartography/quality.cpp,1852,A,pending,0,
src/agent/cartography/quality.h,75,A,pending,0,
src/agent/cartography/registry.cpp,1771,A,pending,0,
src/agent/cartography/registry.h,208,A,pending,0,
src/agent/cartography/solution_registry.cpp,687,A,pending,0,
src/agent/cartography/solution_registry.h,125,A,pending,0,
src/agent/cartography/style_compiler.cpp,775,A,pending,0,
src/agent/cartography/style_compiler.h,50,A,pending,0,
src/agent/cartography/style_spec.cpp,1229,A,pending,0,
src/agent/cartography/style_spec.h,196,A,pending,0,
src/agent/cartography/typography.cpp,612,A,pending,0,
src/agent/cartography/typography.h,159,A,pending,0,
src/agent/commands/workspace_commands.cpp,261,A,pending,0,
src/agent/commands/workspace_commands.h,76,A,pending,0,
src/agent/contracts/spatial_contracts.cpp,558,A,pending,0,
src/agent/contracts/spatial_contracts.h,144,A,pending,0,
src/agent/data_platform_tools.cpp,1124,A,pending,0,
src/agent/data_platform_tools.h,58,A,pending,0,
src/agent/env_flag.h,19,A,pending,0,
src/agent/harness/agent_plan.cpp,470,A,pending,0,
src/agent/harness/agent_plan.h,110,A,pending,0,
src/agent/harness/band_facts.cpp,172,A,pending,0,
src/agent/harness/band_facts.h,72,A,pending,0,
src/agent/harness/capability_graph.cpp,781,A,pending,0,
src/agent/harness/capability_graph.h,84,A,pending,0,
src/agent/harness/capability_knowledge.cpp,748,A,pending,0,
src/agent/harness/capability_knowledge.h,137,A,pending,0,
src/agent/harness/context_ledger.cpp,334,A,pending,0,
src/agent/harness/context_ledger.h,117,A,pending,0,
src/agent/harness/entity_resolver.cpp,294,A,pending,0,
src/agent/harness/entity_resolver.h,49,A,pending,0,
src/agent/harness/evidence.cpp,257,A,pending,0,
src/agent/harness/evidence.h,110,A,pending,0,
src/agent/harness/grounding_tools.cpp,535,A,pending,0,
src/agent/harness/grounding_tools.h,23,A,pending,0,
src/agent/harness/harness_actions.cpp,120,A,pending,0,
src/agent/harness/harness_actions.h,52,A,pending,0,
src/agent/harness/harness_error.cpp,199,A,pending,0,
src/agent/harness/harness_error.h,115,A,pending,0,
src/agent/harness/harness_tools.cpp,217,A,pending,0,
src/agent/harness/harness_tools.h,19,A,pending,0,
src/agent/harness/harness_verification.cpp,416,A,pending,0,
src/agent/harness/harness_verification.h,90,A,pending,0,
src/agent/harness/intent_vocabulary.h,67,A,pending,0,
src/agent/harness/plan_tools.cpp,1588,A,pending,0,
src/agent/harness/plan_tools.h,24,A,pending,0,
src/agent/harness/recipe_catalog.cpp,1009,A,pending,0,
src/agent/harness/recipe_catalog.h,106,A,pending,0,
src/agent/harness/recipe_tools.cpp,213,A,pending,0,
src/agent/harness/recipe_tools.h,15,A,pending,0,
src/agent/harness/run_loop.cpp,435,A,pending,0,
src/agent/harness/run_loop.h,26,A,pending,0,
src/agent/harness/scientific_preflight.cpp,1319,A,pending,0,
src/agent/harness/scientific_preflight.h,86,A,pending,0,
src/agent/harness/solution_tools.cpp,418,A,pending,0,
src/agent/harness/solution_tools.h,18,A,pending,0,
src/agent/harness/tool_manifest.cpp,197,A,pending,0,
src/agent/harness/tool_manifest.h,98,A,pending,0,
src/agent/harness/tool_taxonomy.cpp,222,A,pending,0,
src/agent/harness/tool_taxonomy.h,38,A,pending,0,
src/agent/interaction_tool_registry.cpp,1201,A,pending,0,
src/agent/interaction_tool_registry.h,162,A,pending,0,
src/agent/layout_tools/layout_service.cpp,1547,A,pending,0,
src/agent/layout_tools/layout_service.h,139,A,pending,0,
src/agent/layout_tools/layout_tool_provider.cpp,44,A,pending,0,
src/agent/layout_tools/layout_tool_provider.h,22,A,pending,0,
src/agent/layout_tools/layout_tools.cpp,1165,A,pending,0,
src/agent/layout_tools/layout_tools.h,21,A,pending,0,
src/agent/llm_config_manager.cpp,209,A,pending,0,
src/agent/llm_config_manager.h,64,A,pending,0,
src/agent/llm_settings_dialog.cpp,156,A,pending,0,
src/agent/llm_settings_dialog.h,46,A,pending,0,
src/agent/llm_streaming_client.cpp,382,A,pending,0,
src/agent/llm_streaming_client.h,105,A,pending,0,
src/agent/mapspec/mapspec.cpp,1517,A,pending,0,
src/agent/mapspec/mapspec.h,161,A,pending,0,
src/agent/mapspec/mapspec_compiler.cpp,1173,A,pending,0,
src/agent/mapspec/mapspec_compiler.h,40,A,pending,0,
src/agent/mapspec/mapspec_conditions.cpp,629,A,pending,0,
src/agent/mapspec/mapspec_conditions.h,52,A,pending,0,
src/agent/mcp_server.cpp,2802,A,pending,0,
src/agent/mcp_server.h,197,A,pending,0,
src/agent/output_verifier.cpp,316,A,pending,0,
src/agent/output_verifier.h,50,A,pending,0,
src/agent/raster_display_service.cpp,763,A,pending,0,
src/agent/raster_display_service.h,116,A,pending,0,
src/agent/sicnu_agent_export.h,10,A,pending,0,
src/agent/spatial_tools/capability_tools.cpp,578,A,pending,0,
src/agent/spatial_tools/capability_tools.h,17,A,pending,0,
src/agent/spatial_tools/governance_tools.cpp,799,A,pending,0,
src/agent/spatial_tools/governance_tools.h,19,A,pending,0,
src/agent/spatial_tools/io_tools.cpp,190,A,pending,0,
src/agent/spatial_tools/io_tools.h,19,A,pending,0,
src/agent/spatial_tools/model_catalog_tool.cpp,192,A,pending,0,
src/agent/spatial_tools/model_catalog_tool.h,24,A,pending,0,
src/agent/spatial_tools/raster_inspect_tool.cpp,340,A,pending,0,
src/agent/spatial_tools/raster_inspect_tool.h,25,A,pending,0,
src/agent/spatial_tools/result_assessment_tool.cpp,343,A,pending,0,
src/agent/spatial_tools/result_assessment_tool.h,16,A,pending,0,
src/agent/spatial_tools/sample_tools.cpp,631,A,pending,0,
src/agent/spatial_tools/sample_tools.h,18,A,pending,0,
src/agent/spatial_tools/spatial_tool.cpp,308,A,pending,0,
src/agent/spatial_tools/spatial_tool.h,159,A,pending,0,
src/agent/spatial_tools/spatial_tool_provider.cpp,70,A,pending,0,
src/agent/spatial_tools/spatial_tool_provider.h,21,A,pending,0,
src/agent/spatial_tools/temporal_collection_tools.cpp,508,A,pending,0,
src/agent/spatial_tools/temporal_collection_tools.h,70,A,pending,0,
src/agent/spatial_tools/temporal_workspace_tools.cpp,680,A,pending,0,
src/agent/spatial_tools/temporal_workspace_tools.h,88,A,pending,0,
src/agent/spatial_tools/vector_inspect_tool.cpp,272,A,pending,0,
src/agent/spatial_tools/vector_inspect_tool.h,25,A,pending,0,
src/agent/spatial_tools/workflow_preflight_tool.cpp,321,A,pending,0,
src/agent/spatial_tools/workflow_preflight_tool.h,16,A,pending,0,
src/agent/spatial_tools/workspace_tools.cpp,318,A,pending,0,
src/agent/spatial_tools/workspace_tools.h,17,A,pending,0,
src/agent/symbology/symbology_tools.cpp,623,A,pending,0,
src/agent/symbology/symbology_tools.h,22,A,pending,0,
src/agent/tool_catalog/agent_tool.cpp,186,A,pending,0,
